OPEID6,INSTNM,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT4_048_PUB,NPT4_3075_PUB,COSTT4_A,income_midpoints
1002.0,Alabama A & M University,14205.0,14526.0,16532.0,20139.0,17539.0,14306.0,15098.0,23167.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1052.0,University of Alabama at Birmingham,14620.0,15130.0,17379.0,20045.0,19342.0,14795.0,16242.0,26257.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1055.0,University of Alabama in Huntsville,13902.0,15703.0,18802.0,20880.0,20467.0,14627.0,17524.0,25777.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1005.0,Alabama State University,13066.0,13738.0,13505.0,14414.0,15590.0,13258.0,13665.0,21900.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1051.0,The University of Alabama,17942.0,19931.0,21867.0,23680.0,23931.0,18570.0,20826.0,31024.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1007.0,Central Alabama Community College,7232.0,6749.0,9895.0,11020.0,11738.0,7069.0,8266.0,14041.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1008.0,Athens State University,,,,,,,,,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8310.0,Auburn University at Montgomery,10873.0,12501.0,15041.0,15724.0,14069.0,11309.0,13662.0,19771.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1009.0,Auburn University,17481.0,19356.0,23336.0,26709.0,28876.0,18143.0,21582.0,33650.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12182.0,Chattahoochee Valley Community College,1980.0,3857.0,5612.0,7759.0,8615.0,2479.0,4426.0,9320.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1015.0,Enterprise State Community College,1838.0,2694.0,4561.0,7744.0,7738.0,2044.0,3663.0,9452.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1060.0,Coastal Alabama Community College,5700.0,6405.0,8905.0,12032.0,11706.0,5888.0,7450.0,14446.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1017.0,Gadsden State Community College,3694.0,3328.0,4978.0,6805.0,,3624.0,4179.0,10613.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1018.0,George C Wallace Community College-Dothan,1328.0,1474.0,1628.0,6716.0,,1367.0,1529.0,8592.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7871.0,George C Wallace State Community College-Hanceville,10901.0,12948.0,10111.0,,15488.0,10968.0,12108.0,15488.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5699.0,George C Wallace State Community College-Selma,1151.0,2449.0,4721.0,7550.0,,1436.0,2767.0,9195.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5260.0,J. F. Drake State Community and Technical College,5016.0,4188.0,8576.0,,,4859.0,5505.0,12078.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
30025.0,J F Ingram State Technical College,4471.0,,,,,4471.0,,6084.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1020.0,Jacksonville State University,16020.0,17323.0,19932.0,21717.0,22020.0,16374.0,18474.0,22153.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1022.0,Jefferson State Community College,5515.0,6316.0,8757.0,12082.0,13340.0,5736.0,7445.0,14677.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1013.0,John C Calhoun State Community College,4850.0,6256.0,7896.0,9874.0,10912.0,5237.0,6959.0,11532.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1059.0,Lawson State Community College,3354.0,4123.0,6494.0,9796.0,7387.0,3520.0,4842.0,14471.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1024.0,University of West Alabama,12558.0,13369.0,16129.0,15553.0,15705.0,12732.0,14889.0,22456.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8988.0,Lurleen B Wallace Community College,2541.0,3549.0,3798.0,5904.0,,2796.0,3635.0,10125.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1026.0,Marion Military Institute,9058.0,8608.0,6681.0,11841.0,11826.0,8894.0,7965.0,18368.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1004.0,University of Montevallo,14118.0,15751.0,18840.0,19922.0,20009.0,14605.0,17349.0,26185.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5697.0,Northwest-Shoals Community College,849.0,1568.0,5611.0,8422.0,8612.0,996.0,3458.0,10919.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1016.0,University of North Alabama,7922.0,7731.0,11233.0,14536.0,13484.0,7858.0,9579.0,21621.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1031.0,Northeast Alabama Community College,637.0,123.0,2321.0,6138.0,9660.0,499.0,1234.0,9660.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5692.0,Reid State Technical College,1600.0,368.0,3680.0,,,1469.0,1610.0,11482.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1030.0,Bishop State Community College,2160.0,933.0,3743.0,4534.0,,1866.0,1688.0,11616.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5691.0,Shelton State Community College,7947.0,9285.0,11182.0,11219.0,,8264.0,10103.0,15065.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1038.0,Snead State Community College,6428.0,6573.0,8734.0,11946.0,10704.0,6470.0,7388.0,12800.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1057.0,University of South Alabama,12411.0,13521.0,18330.0,21388.0,22574.0,12783.0,15832.0,22667.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5734.0,H Councill Trenholm State Community College,6235.0,7002.0,8101.0,8721.0,,6419.0,7352.0,12688.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1047.0,Troy University,13911.0,14307.0,15892.0,15949.0,15573.0,14046.0,15074.0,22005.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5733.0,Bevill State Community College,7395.0,7961.0,7411.0,6232.0,,7534.0,7740.0,15002.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
11462.0,University of Alaska Anchorage,6450.0,9746.0,12476.0,16796.0,19569.0,7456.0,11081.0,23461.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1063.0,University of Alaska Fairbanks,5742.0,5012.0,9676.0,13915.0,14500.0,5455.0,7023.0,19814.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1065.0,University of Alaska Southeast,3778.0,4097.0,5507.0,11910.0,11367.0,3924.0,4399.0,17471.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
31603.0,Alaska Vocational Technical Center,16496.0,16184.0,,,,16340.0,16184.0,,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1081.0,Arizona State University Campus Immersion,8088.0,10194.0,15137.0,18632.0,20466.0,8858.0,12482.0,26937.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1071.0,Arizona Western College,9713.0,10976.0,12699.0,12141.0,,10086.0,11620.0,15695.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1083.0,University of Arizona,11240.0,12651.0,14785.0,18520.0,20230.0,11785.0,13641.0,27682.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7283.0,Central Arizona College,5794.0,5435.0,7523.0,8723.0,9582.0,5691.0,6479.0,11627.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1072.0,Cochise County Community College District,6396.0,6847.0,9181.0,11814.0,12971.0,6482.0,7729.0,12971.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1073.0,Eastern Arizona College,5577.0,6312.0,7465.0,10517.0,11548.0,5776.0,6930.0,15230.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1076.0,Glendale Community College,9765.0,10211.0,12179.0,14710.0,16231.0,9923.0,11022.0,16231.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8303.0,GateWay Community College,11696.0,11616.0,15507.0,15848.0,14463.0,11671.0,12944.0,17711.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1077.0,Mesa Community College,11062.0,11758.0,13346.0,15329.0,17056.0,11284.0,12396.0,17128.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
11864.0,Mohave Community College,4398.0,5730.0,7786.0,9477.0,10730.0,4665.0,6596.0,11230.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8246.0,Dine College,11038.0,11477.0,11700.0,12200.0,,11109.0,11526.0,14048.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1082.0,Northern Arizona University,11429.0,12812.0,15667.0,18968.0,20069.0,11960.0,14270.0,28648.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
11862.0,Northland Pioneer College,9805.0,12767.0,11534.0,,,10298.0,12150.0,15097.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1078.0,Phoenix College,10408.0,10847.0,13490.0,15241.0,,10523.0,11814.0,16957.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7266.0,Pima Community College,2498.0,3476.0,5530.0,7533.0,8742.0,2771.0,4320.0,8742.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
21775.0,Rio Salado College,6249.0,9814.0,8651.0,11938.0,4711.0,6758.0,9087.0,11938.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8304.0,Scottsdale Community College,11832.0,12706.0,15001.0,16230.0,18529.0,12119.0,13706.0,18529.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
21466.0,South Mountain Community College,10208.0,10804.0,13113.0,15570.0,12731.0,10411.0,11736.0,16406.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1079.0,Yavapai College,4830.0,5306.0,7899.0,8590.0,1002.0,4964.0,6447.0,12681.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1101.0,University of Arkansas at Little Rock,14678.0,16019.0,18993.0,20744.0,21300.0,15122.0,17448.0,21300.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1109.0,University of Arkansas for Medical Sciences,,,,,,,,,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1108.0,University of Arkansas,11556.0,12575.0,15514.0,18867.0,20093.0,11943.0,14091.0,24611.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1086.0,University of Arkansas at Pine Bluff,8927.0,9792.0,11934.0,9722.0,16718.0,9197.0,10417.0,19968.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1091.0,Arkansas State University-Beebe,9044.0,9195.0,11924.0,13609.0,14958.0,9097.0,10372.0,15851.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1090.0,Arkansas State University,7737.0,9470.0,12927.0,15472.0,15842.0,8301.0,11207.0,21176.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1089.0,Arkansas Tech University,12444.0,13060.0,14438.0,16451.0,16016.0,12648.0,13660.0,20919.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1085.0,University of Arkansas at Monticello,11986.0,11410.0,12881.0,14150.0,13622.0,11840.0,12193.0,19068.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20522.0,Black River Technical College,4773.0,5563.0,8779.0,12574.0,,5015.0,7105.0,13691.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1092.0,University of Central Arkansas,13601.0,14316.0,16869.0,18715.0,19043.0,13872.0,15509.0,23167.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
22209.0,Cossatot Community College of the University of Arkansas,3403.0,4130.0,6984.0,8481.0,,3645.0,5120.0,11376.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12260.0,East Arkansas Community College,8156.0,8022.0,10246.0,9676.0,,8125.0,8856.0,13976.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12105.0,National Park College,7785.0,7983.0,9066.0,8540.0,,7848.0,8352.0,13759.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20735.0,University of Arkansas Community College-Batesville,7235.0,8443.0,9911.0,10421.0,,7617.0,8982.0,14375.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1098.0,Henderson State University,17580.0,16525.0,18779.0,18918.0,19916.0,17224.0,17641.0,26032.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
23482.0,Arkansas State University Mid-South,8011.0,8314.0,10155.0,,,8089.0,9194.0,15906.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12860.0,Arkansas Northeastern College,3853.0,3868.0,5666.0,6293.0,,3856.0,4527.0,10453.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12261.0,North Arkansas College,7538.0,6080.0,8337.0,12404.0,,7100.0,7128.0,13786.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20737.0,Northwest Technical Institute,5563.0,5969.0,7641.0,8243.0,8405.0,5653.0,6782.0,11129.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
9976.0,Arkansas State University Three Rivers,3110.0,,,,,3110.0,,10370.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20870.0,Ozarka College,4270.0,6102.0,6659.0,8345.0,,4768.0,6249.0,11310.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5245.0,University of Arkansas Community College-Morrilton,6180.0,7626.0,7350.0,11089.0,11200.0,6514.0,7477.0,12423.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1104.0,Phillips Community College of the University of Arkansas,3999.0,4755.0,7650.0,8692.0,,4217.0,5272.0,11244.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5707.0,Southeast Arkansas College,5231.0,6598.0,8238.0,7493.0,8301.0,5345.0,7769.0,11877.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20753.0,University of Arkansas-Pulaski Technical College,12131.0,12043.0,15012.0,16393.0,17079.0,12108.0,13318.0,18763.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
5732.0,University of Arkansas Hope-Texarkana,6616.0,7731.0,6305.0,,,6851.0,7120.0,13564.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
21111.0,University of Arkansas Community College Rich Mountain,4027.0,3802.0,5514.0,8326.0,,3971.0,4855.0,10771.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20746.0,South Arkansas Community College,5632.0,,,,,5632.0,,10774.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1107.0,Southern Arkansas University Main Campus,14793.0,14333.0,17594.0,19066.0,19933.0,14635.0,15833.0,24242.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7738.0,Southern Arkansas University Tech,3373.0,3393.0,4649.0,5888.0,8708.0,3379.0,3881.0,15344.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1110.0,University of Arkansas-Fort Smith,9197.0,9530.0,11055.0,13361.0,12307.0,9303.0,10349.0,17947.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
6720.0,College of Alameda,12458.0,13175.0,16249.0,16909.0,12736.0,12616.0,14520.0,20277.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1111.0,Allan Hancock College,3193.0,3395.0,6084.0,7663.0,,3271.0,4747.0,10744.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1232.0,American River College,4902.0,4941.0,7108.0,9139.0,,4914.0,5861.0,12586.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1113.0,Antelope Valley Community College District,817.0,1034.0,3556.0,6269.0,,873.0,2138.0,9507.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1118.0,Bakersfield College,5333.0,5855.0,7894.0,10313.0,5102.0,5478.0,6526.0,13920.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1119.0,Barstow Community College,9441.0,7769.0,11752.0,13465.0,,9116.0,9429.0,17693.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8073.0,Butte College,5285.0,6860.0,9881.0,11675.0,,5851.0,8077.0,14811.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1124.0,Cabrillo College,13523.0,13656.0,17311.0,19025.0,,13571.0,15417.0,22496.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
3947.0,University of California-Hastings College of Law,,,,,,,,,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1143.0,California Polytechnic State University-San Luis Obispo,10117.0,10842.0,14619.0,22251.0,28119.0,10434.0,12743.0,29680.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7993.0,California State University-Bakersfield,4906.0,5530.0,8273.0,13002.0,16814.0,5136.0,6748.0,18410.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1157.0,California State University-Stanislaus,3513.0,4109.0,7258.0,10948.0,14824.0,3734.0,5608.0,16968.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1142.0,California State University-San Bernardino,5949.0,6490.0,8999.0,12729.0,16487.0,6157.0,7682.0,18750.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1144.0,California State Polytechnic University-Pomona,7832.0,9321.0,12143.0,16173.0,20173.0,8424.0,10613.0,21655.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1146.0,California State University-Chico,10716.0,11375.0,14988.0,19506.0,23714.0,10963.0,13268.0,24766.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1141.0,California State University-Dominguez Hills,3021.0,3518.0,6052.0,9962.0,5606.0,3189.0,4506.0,14958.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1147.0,California State University-Fresno,4638.0,5206.0,8131.0,12374.0,15989.0,4864.0,6457.0,17508.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1137.0,California State University-Fullerton,4386.0,5062.0,7821.0,12413.0,15867.0,4652.0,6340.0,17337.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1138.0,California State University-East Bay,7943.0,8968.0,11872.0,15742.0,19432.0,8335.0,10443.0,20693.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1139.0,California State University-Long Beach,5409.0,6074.0,9532.0,13656.0,17677.0,5668.0,7702.0,18983.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1140.0,California State University-Los Angeles,3717.0,4294.0,7289.0,10510.0,15213.0,3911.0,5560.0,17010.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1153.0,California State University-Northridge,5865.0,6553.0,10150.0,14276.0,18110.0,6099.0,8121.0,19585.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1150.0,California State University-Sacramento,7900.0,8563.0,11829.0,16182.0,19866.0,8157.0,10276.0,21396.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1312.0,University of California-Berkeley,9236.0,10294.0,14213.0,22151.0,36217.0,9629.0,12200.0,41130.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1313.0,University of California-Davis,9089.0,10258.0,13232.0,18376.0,31575.0,9559.0,11729.0,36975.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1314.0,University of California-Irvine,7621.0,8139.0,11095.0,17614.0,29565.0,7822.0,9470.0,34731.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1315.0,University of California-Los Angeles,8849.0,10440.0,13335.0,19395.0,30301.0,9413.0,11839.0,35689.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1316.0,University of California-Riverside,9169.0,10190.0,13271.0,19019.0,29379.0,9556.0,11614.0,34100.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1317.0,University of California-San Diego,9055.0,10263.0,13639.0,20297.0,30300.0,9501.0,11864.0,35274.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1319.0,University of California-San Francisco,,,,,,,,,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1320.0,University of California-Santa Barbara,8839.0,10859.0,13464.0,18987.0,31659.0,9549.0,12131.0,36607.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1321.0,University of California-Santa Cruz,10344.0,11034.0,14732.0,22359.0,32929.0,10636.0,12756.0,37707.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1134.0,California State University Maritime Academy,11717.0,18405.0,11566.0,19847.0,26154.0,13487.0,15670.0,27186.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
6973.0,Canada College,714.0,831.0,5478.0,6356.0,,760.0,2657.0,11335.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8903.0,College of the Canyons,3079.0,3780.0,6098.0,7745.0,8413.0,3305.0,4939.0,11066.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1161.0,Cerritos College,1357.0,2500.0,4304.0,6307.0,8226.0,1701.0,3307.0,9184.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
10111.0,Cerro Coso Community College,9797.0,9971.0,7299.0,14002.0,,9823.0,8635.0,16120.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1162.0,Chabot College,4977.0,6203.0,8612.0,9512.0,,5419.0,7399.0,13831.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1163.0,Chaffey College,10591.0,11718.0,13922.0,14254.0,15789.0,10952.0,12660.0,18878.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1166.0,Citrus College,2801.0,3908.0,5842.0,7799.0,9302.0,3170.0,4693.0,11309.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
4502.0,City College of San Francisco,5664.0,7112.0,8778.0,10224.0,8181.0,6047.0,7840.0,15224.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
23095.0,Clovis Adult Education,,,,,,,,,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
20635.0,Coastline Community College,10365.0,11146.0,9560.0,,,10625.0,10806.0,17546.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7707.0,Columbia College,2989.0,3576.0,9104.0,12971.0,,3081.0,6525.0,16491.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
42817.0,Compton College,2806.0,1738.0,4293.0,,,2782.0,3016.0,11125.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1190.0,Contra Costa College,5570.0,6452.0,7639.0,11234.0,,5760.0,7078.0,13242.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
7536.0,Cosumnes River College,3247.0,4073.0,6519.0,7496.0,8562.0,3522.0,5007.0,11048.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
9272.0,Crafton Hills College,11740.0,12320.0,15664.0,17063.0,,11891.0,13707.0,20594.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1192.0,Cuesta College,9435.0,8117.0,11860.0,14165.0,16585.0,8991.0,9730.0,17574.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
21113.0,Cuyamaca College,4633.0,5107.0,7253.0,11321.0,12502.0,4736.0,6152.0,12960.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1193.0,Cypress College,4394.0,5316.0,8327.0,10362.0,13843.0,4660.0,6859.0,13843.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
4480.0,De Anza College,4000.0,5393.0,7928.0,9521.0,11577.0,4507.0,6426.0,12852.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1182.0,College of the Desert,10374.0,10899.0,13258.0,15422.0,10850.0,10540.0,11810.0,18541.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1191.0,Diablo Valley College,4483.0,5801.0,7996.0,9867.0,8528.0,4835.0,6917.0,12949.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
22260.0,East Los Angeles College,10748.0,11510.0,13786.0,16333.0,16944.0,10983.0,12314.0,19153.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1197.0,El Camino Community College District,2635.0,2880.0,6658.0,8902.0,8089.0,2719.0,4320.0,12067.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12452.0,Evergreen Valley College,14206.0,15480.0,18857.0,19853.0,17956.0,14561.0,17152.0,23471.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
8597.0,Feather River Community College District,5195.0,5211.0,6965.0,9975.0,14389.0,5200.0,6000.0,15677.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1199.0,Foothill College,6477.0,9078.0,10703.0,12354.0,12707.0,7532.0,9690.0,15403.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1307.0,Fresno City College,2802.0,2978.0,5590.0,8193.0,9756.0,2857.0,3956.0,11972.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1201.0,Fullerton College,7486.0,8101.0,10468.0,12048.0,13923.0,7683.0,9120.0,15591.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1202.0,Gavilan College,5178.0,6602.0,9261.0,10387.0,9545.0,5627.0,8024.0,13368.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1203.0,Glendale Community College,6359.0,6284.0,10057.0,10295.0,11288.0,6340.0,7713.0,14536.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1206.0,Golden West College,2544.0,3588.0,6041.0,8456.0,6549.0,2798.0,4620.0,11422.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1208.0,Grossmont College,3380.0,4346.0,7187.0,7871.0,7111.0,3656.0,5655.0,11522.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1209.0,Hartnell College,3462.0,3611.0,6820.0,7495.0,10166.0,3521.0,5073.0,11638.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1149.0,California State Polytechnic University-Humboldt,8624.0,9775.0,14276.0,18742.0,22539.0,8965.0,12198.0,24202.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1214.0,Imperial Valley College,3607.0,3937.0,4427.0,10578.0,5873.0,3618.0,4176.0,11958.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
25395.0,Irvine Valley College,1804.0,2056.0,6465.0,9032.0,9666.0,1875.0,4019.0,12297.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1308.0,Reedley College,2123.0,2364.0,6256.0,8987.0,11170.0,2202.0,4106.0,11996.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
12907.0,Lake Tahoe Community College,10472.0,9797.0,8774.0,14577.0,,10388.0,9115.0,16963.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1266.0,Laney College,13384.0,13497.0,15362.0,17351.0,19321.0,13403.0,14429.0,20701.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1217.0,Lassen Community College,3789.0,8590.0,12084.0,14028.0,6020.0,4897.0,10587.0,15362.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1219.0,Long Beach City College,4421.0,4584.0,6286.0,6767.0,6405.0,4466.0,5300.0,11632.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1224.0,Los Angeles Harbor College,11445.0,11683.0,13451.0,15873.0,,11501.0,12499.0,19579.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
1226.0,Los Angeles Pierce College,11309.0,11682.0,14295.0,15800.0,,11436.0,12606.0,19492.0,"[15000, 39000, 61500, 92500, 150000, 24000, 52500]"
